Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Vega Sauco crianza,Bodegas Vega Saúco,Castilla y León,Toro,1997.0,Red,Tinta de Toro (100%),13.0,13.5,7.35
Cermeño,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,Red,Tinta de Toro (100%),13.5,13.0,2.7
Sobreño,Bodegas Sobreño,Castilla y León,Toro,1999.0,Red,Tinta de Toro (100%),13.0,12.5,5.6
El Beybi de Vega Sauco,Bodegas Vega Saúco,Castilla y León,Toro,1999.0,Red,Otras (%),13.5,12.5,4.5
Vega Sauco Reserva,Bodegas Vega Saúco,Castilla y León,Toro,1996.0,Red,Tinta de Toro (100%),13.0,12.0,10.65
Grans Muralles,Familia Torres,Cataluña,Conca de Barberà,1997.0,Red,"Garnacha, Garró, Monastrell, Samsó, Cariñena",14.0,18.5,44.0
Mas Igneus (FA 104),Mas Igneus,Cataluña,Priorat,1999.0,White,"Garnacha Blanca, Ximenis",13.5,12.5,10.8
Cermeño Rosado,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,Rose,"Garnacha, Tinta de Toro",13.0,12.5,2.7
Castell dels Arcs,Celler Covilalba,Cataluña,Terra Alta,1998.0,Red,"Garnacha, Cariñena",13.0,12.5,3.9
Viña Virgen,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Otros Castilla y León,1999.0,Dulce,Verdejo (100%),14.0,12.0,4.8
Vi de L'Alba,Celler Covilalba,Cataluña,Terra Alta,1997.0,White,Garnacha Blanca (100%),13.5,12.0,7.05
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,1999.0,White,"Garnacha Blanca, Macabeo, Pedro Ximénez",13.5,12.0,6.75
Fill del Temps,Celler Covilalba,Cataluña,Terra Alta,1998.0,Red,Garnacha (100%),13.0,11.5,7.05
Clos D'Englora Vi Negre Dolç,Cellers Baronia del Montsant,Cataluña,Tarragona,1998.0,Dulce,"Cabernet Sauvignon (50%), Garnacha (35%), Ull de Llebre (25%)",13.5,11.5,44.45
Perica Rosado,Bodegas Perica,La Rioja (España),Rioja,1999.0,Rose,"Viura (50%), Garnacha (30%), Tempranillo (20%)",12.0,10.0,3.6
Contino Reserva Viña del Olivo,Viñedos del Contino,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (95%), Graciano (5%)",13.5,17.5,37.85
Contino Reserva,Viñedos del Contino,La Rioja (España),Rioja,1996.0,Red,"Tempranillo, Graciano, Mazuelo",13.5,16.0,19.5
Cermeño Blanco,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,White,Malvasia (100%),12.0,14.5,2.7
Marqués de Griñon Alea,Pagos de Familia Marqués de Griñón,La Rioja (España),Rioja,1997.0,Red,Tempranillo (100%),12.5,13.0,6.6
Solar de Urbezo,Bodegas Solar de Urbezo,Aragón,Cariñena,1998.0,Red,"Cabernet Sauvignon (40%), Merlot (30%), Tempranillo (30%)",13.0,12.5,3.3
David Moreno Crianza,David Moreno Peña,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (90%), Garnacha (10%)",12.5,12.5,5.4
Viña Bajoz Blanco,Bodega Viña Bajoz,Castilla y León,Toro,1999.0,White,Malvasia (100%),12.0,11.5,3.6
Contino Crianza,Viñedos del Contino,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (90%), Graciano (5%), Garnacha (5%)",13.5,11.5,12.6
Clos Fontà,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,Red,"Garnacha (30%), Cabernet Sauvignon (25%), Cariñena (25%), Garnacha Peluda (20%)",14.5,17.0,30.0
Cims de Porrera,Cims de Porrera,Cataluña,Priorat,1998.0,Red,"Cariñena (65%), Garnacha (30%), Cabernet Sauvignon (5%)",14.9,17.0,42.0
Vall Llach,Celler Vall Llach,Cataluña,Priorat,1998.0,Red,"Cariñena (45%), Merlot (45%), Cabernet Sauvignon (10%)",15.1,16.5,42.0
Finca Dofí,Alvaro Palacios,Cataluña,Priorat,1998.0,Red,"Garnacha (60%), Cabernet Sauvignon (20%), Cariñena (10%), Syrah (5%), Merlot (5%)",13.7,16.5,42.0
Embruix,Celler Vall Llach,Cataluña,Priorat,1998.0,Red,"Garnacha (45%), Cabernet Sauvignon (45%), Merlot (4%), Syrah (3%), Cariñena (3%)",14.0,15.0,15.0
Clos de L'Obac,Costers del Siurana,Cataluña,Priorat,1998.0,Red,"Garnacha (40%), Cabernet Sauvignon (40%), Merlot (10%), Syrah (5%), Cariñena (5%)",13.5,15.0,40.9
Coma Vella,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,Red,"Garnacha (30%), Cabernet Sauvignon (25%), Cariñena (20%), Syrah (15%), Garnacha Peluda (10%)",14.0,14.0,13.8
Martinet Bru,Mas Martinet Viticultors,Cataluña,Priorat,1998.0,Red,"Garnacha, Merlot, Cabernet Sauvignon, Syrah",14.5,13.0,9.75
Les Brugueres,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,White,Garnacha Blanca,14.0,13.0,8.75
Pasanau La Morera de Montsant,Pasanau Germans,Cataluña,Priorat,1998.0,Red,"Garnacha (80%), Merlot (15%), Cabernet Sauvignon (5%)",14.0,12.5,15.65
Miserere,Costers del Siurana,Cataluña,Priorat,1998.0,Red,"Garnacha, Cariñena, Tempranillo, Cabernet Sauvignon, Merlot",13.5,12.5,33.05
L'Agnet,Market Access Europa,Cataluña,Priorat,1999.0,Red,"Cariñena, Garnacha",13.8,12.0,5.4
Coma Blanca,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,White,"Garnacha (60%), Macabeo (40%)",14.9,11.5,20.45
Nona,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,White,Otras (100%),14.0,11.0,11.65
Mas Igneus (FA 206),Mas Igneus,Cataluña,Priorat,1998.0,Red,"Cabernet Sauvignon, Garnacha, Cariñena",14.0,11.0,10.75
La Conreria,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,Red,"Garnacha, Cabernet Sauvignon, Merlot, Syrah, Mazuelo",14.0,13.0,7.15
Celler Cecilio,Celler Cecilio,Cataluña,Priorat,1999.0,Red,"Cariñena (40%), Garnacha (40%), Cabernet Sauvignon (20%)",14.0,11.0,8.4
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,1998.0,Red,"Cariñena, Garnacha",14.0,10.5,8.4
L'Agnet,Market Access Europa,Cataluña,Priorat,1998.0,White,"Pedro Ximénez, Macabeo, Garnacha Blanca",13.5,10.0,4.8
Mas de Masos,Cellers Capafons-Ossó,Cataluña,Priorat,1996.0,Red,Otras (100%),14.0,14.0,29.15
Montegaredo,Bodegas y Viñedos Montegaredo,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.5,14.0,6.9
Valdubón Roble,Bodegas Valdubón,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,13.5,7.2
Briego Crianza,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.5,12.0
Zalagar Roble,Bodegas El Lagar de Isilla,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,13.0,4.8
Tinto Conchuela,S.A.T. San Pablo,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,13.0,7.2
El Lagar de Isilla,Bodegas El Lagar de Isilla,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.0,9.0
Tablares,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.5,6.6
López Cristóbal Tinto Roble,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,5.4
Cantaburros,S.A.T. San Pablo,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,12.5,3.6
Arco de Curiel,Bodegas Arco de Curiel,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,12.5,7.2
Tionio Roble,Bodegas Parxet (Ribera del Duero),Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.0,11.4
Tionio Crianza,Bodegas Parxet (Ribera del Duero),Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.0,13.8
Lopez Cristobal Crianza,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,12.0,11.4
Araviñas (5 meses de barrica),Bodegas El Molar,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),12.5,12.0,5.4
Viña Gormaz,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),12.5,11.5,3.3
Monte Aixa Tinto,Bodegas y Viñedos Monte Aixa,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,4.5
El Tamaral,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,11.5,10.8
Doce Linajes,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,11.5,6.6
Doce Linajes,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,10.5,6.2
Pesquera Reserva (L-3296),Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,17.0,13.25
Valsotillo Reserva,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,16.0,21.25
Briego Reserva,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,15.5,18.0
Cachopa Reserva,Bodegas Cachopa,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.0,15.0,13.95
Valduero Reserva,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,14.5,18.0
Callejo Reserva,Bodegas Félix Callejo,Castilla y León,Ribera del Duero,1995.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.0,14.5,15.0
Arzuaga Reserva,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (95%), Merlot (3%), Cabernet Sauvignon (2%)",14.0,14.5,21.0
Emilio Moro Reserva,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.5,14.0,22.0
Arzuaga Reserva,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (90%), Cabernet Sauvignon (7%), Merlot (3%)",13.7,13.5,21.0
Señorio de Nava Reserva,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,13.0,15.0
Lopez Cristobal Reserva,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,12.5,23.45
Doce Linajes Reserva,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,12.5,10.2
Carmelo Rodero Reserva,Bodegas Rodero,Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.0,12.5,14.0
Marqués de Velilla Reserva,Grandes Bodegas,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.0,12.0,17.0
Pesquera Reserva,Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,14.0,13.25
Pago de los Capellanes (3 m. de barrica),Pago de los Capellanes,Castilla y León,Ribera del Duero,1999.0,Red,"Tinto Fino (80%), Cabernet Sauvignon (10%), Merlot (10%)",13.5,15.5,4.2
Viña Sastre Crianza (muestra),Bodegas Hnos. Sastre,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,15.0,9.0
Finca Villacreces Crianza,Bodegas Hermanos Cuadrado C.B.,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.5,14.5,17.75
Carmelo Rodero (5 m. de barrica),Bodegas Rodero,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,14.5,6.0
Viña Pedrosa Crianza (muestra),Bodegas Hnos. Pérez Pascuas,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,14.0,15.65
Señorio de Nava Crianza,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,14.0,5.35
Pago de Carraovejas (muestra),Pago de Carraovejas,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (75%), Cabernet Sauvignon (25%)",13.0,14.0,10.2
Cachopa Crianza,Bodegas Cachopa,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,14.0,10.3
Semele Crianza,Bodegas Montebaco,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (90%), Merlot (10%)",13.0,13.5,6.0
Prado Rey Roble,Real Sitio de la Ventosilla (Pradorey),Castilla y León,Ribera del Duero,1999.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.0,13.5,7.2
Pesquera Crianza (muestra),Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,13.5,9.0
Finca Resalso (4 m. de barrica),Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,13.5,7.8
Valduero Crianza,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),12.5,13.0,10.2
Condado de Haza,Condado de Haza,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,13.0,7.2
Valsotillo Crianza,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,12.5,11.6
Tinto Arroyo Crianza,Bodega S. Arroyo,Castilla y León,Ribera del Duero,1996.0,Red,Tempranillo (100%),13.0,12.5,9.0
Señorio de Nava Crianza,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1996.0,Red,Otras (%),13.0,12.5,9.0
Protos Joven Roble,Bodegas Protos,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,5.4
Marqués de Velilla Tinto,Grandes Bodegas,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,4.8
Arzuaga Crianza,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (7%), Merlot (3%)",13.5,12.5,11.4
Viña Sastre Tinto,Bodegas Hnos. Sastre,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.0,6.0
Valdolé,Bodegas Cachopa,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,12.0,5.85
Señorio de Nava,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),12.5,12.0,4.15
Protos Crianza,Bodegas Protos,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.5,12.0,10.8
Prado Rey Crianza,Real Sitio de la Ventosilla (Pradorey),Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.0,12.0,10.2
Briego Crianza,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,12.0,12.0
Mesoneros de Castilla,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,5.0
Marqués de Velilla Semi-Crianza,Grandes Bodegas,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,5.4
Hacienda Monasterio Crianza,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1997.0,Red,Otras (%),14.5,11.5,19.25
Carmelo Rodero Tinto,Bodegas Rodero,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,11.5,4.2
Valdubón Tinto,Bodegas Valdubón,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,11.0,6.0
Pago de los Capellanes Crianza,Pago de los Capellanes,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (85%), Cabernet Sauvignon (15%)",13.5,11.0,9.9
Marqués de Velilla Crianza,Grandes Bodegas,Castilla y León,Ribera del Duero,1997.0,Red,Otras (%),13.0,11.0,9.0
Carmelo Rodero Crianza,Bodegas Rodero,Castilla y León,Ribera del Duero,1997.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.0,10.5,9.9
Vizcarra Crianza,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,1998.0,Red,Otras (%),13.0,10.0,7.1
Marqués de Valparaiso,Federico Paternina (Ribera),Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,9.0,4.2
Mauro Vendimia Seleccionada,Bodegas Mauro,Castilla y León,Otros Castilla y León,1996.0,Red,Tempranillo (100%),14.0,18.5,51.0
Mauro Terreus (muestra),Bodegas Mauro,Castilla y León,Otros Castilla y León,1998.0,Red,Tempranillo (100%),14.0,18.0,66.0
Leda Viñas Viejas,Leda Viñas Viejas,Castilla y León,Otros Castilla y León,1998.0,Red,Tinto Fino (100%),13.8,17.0,36.0
Hacienda Monasterio Reserva Especial,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),14.0,16.5,60.0
Masía Serra Gneis,Masía Serra,Cataluña,Empordà-Costa Brava,1998.0,Red,"Cabernet Sauvignon (64%), Merlot (24%), Ull de Llebre (12%)",14.0,16.0,20.45
Emilio Moro Vendimia Seleccionada,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.5,16.0,48.0
Monte Villalobón,Grandes Bodegas,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.0,15.0,20.45
Monte Villalobón,Grandes Bodegas,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,14.5,23.0
Briego Fiel,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.0,14.5,60.0
Valbuena,Bodegas Vega Sicilia,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (80%), Merlot (20%)",13.0,14.0,57.0
Alión (muestra),Bodegas y Viñedos Alión,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.5,27.0
Alitus Reserva,Bodegas Balbás,Castilla y León,Ribera del Duero,1994.0,Red,Tinto Fino (100%),13.0,13.5,48.0
Valduero Primium Reserva Especial,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),12.9,13.0,51.0
Vizcarra Torralbo,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.5,27.0
Viña Mayor Reserva Especial,Hijos de Antonio Barceló (Viña Mayor),Castilla y León,Ribera del Duero,1996.0,Red,Tempranillo (100%),13.5,12.0,15.0
Alenza,Condado de Haza,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,11.0,39.0
Allozo Tempranillo Crianza,Bodegas Centro Españolas,Castilla La Mancha,La Mancha,1996.0,Red,Otras (%),12.5,13.5,4.5
Jean Leon Chardonnay,Jean Leon,Cataluña,Penedès,1999.0,White,Otras (%),13.0,12.5,16.25
Montesierra Macabeo,Bodega Pirineos,Aragón,Somontano,2000.0,White,Otras (%),12.0,12.0,3.6
Allozo Tempranillo Gran Reserva,Bodegas Centro Españolas,Castilla La Mancha,La Mancha,1993.0,Red,Otras (%),12.5,12.0,7.8
Montesierra Tempranillo-Garnacha,Bodega Pirineos,Aragón,Somontano,2000.0,Rose,"Tempranillo, Garnacha",12.0,11.5,3.6
Jean Leon Cabernet Sauvignon Reserva,Jean Leon,Cataluña,Penedès,1994.0,Red,"Cabernet Sauvignon (85%), Cabernet Franc (15%)",13.5,11.5,11.75
Remírez de Ganuza Reserva,Bodegas Fernando Remírez de Ganuza,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (90%), Graciano (10%)",14.0,11.5,27.0
Montesierra,Bodega Pirineos,Aragón,Somontano,2000.0,Red,"Tempranillo, Moristel, Cabernet Sauvignon",12.0,11.0,3.6
Allozo Tempranillo Reserva,Bodegas Centro Españolas,Castilla La Mancha,La Mancha,1994.0,Red,Tempranillo (100%),12.5,10.5,6.0
Mayoral Crianza,Bodegas 1890,Murcia,Jumilla,1997.0,Red,"Monastrell (70%), Tempranillo (30%)",12.5,10.0,4.2
Guelbenzu Crianza,Bodegas Guelbenzu,Unknown,Navarra,1998.0,Red,"Tempranillo (50%), Cabernet Sauvignon (35%), Merlot (15%)",13.0,14.0,6.0
Castillo de Monjardín Crianza,Bodega Castillo de Monjardín,Unknown,Navarra,1998.0,Red,"Cabernet Sauvignon, Merlot, Tempranillo",13.0,13.0,6.0
Las Campanas Crianza,Vinícola Navarra S.A.,Unknown,Navarra,1997.0,Red,Otras (100%),12.5,13.0,5.4
Nekeas Tempranillo-Cabernet,Bodegas Nekeas,Unknown,Navarra,1998.0,Red,"Cabernet Sauvignon (45%), Tempranillo (40%), Merlot (15%)",13.0,13.0,6.0
Ochoa Tempranillo Crianza,Bodegas Ochoa,Unknown,Navarra,1997.0,Red,Tempranillo (100%),12.5,13.0,7.2
Gran Feudo Crianza,Grupo Chivite,Unknown,Navarra,1997.0,Red,"Tempranillo, Garnacha, Cabernet Sauvignon",12.5,12.5,5.4
Javier Asensio Crianza,Asensio Bodegas y Viñedos,Unknown,Navarra,1996.0,Red,"Merlot (64%), Cabernet Sauvignon (30%), Tempranillo (6%)",13.5,12.5,5.4
Piedemonte Selection 99,Bodegas Piedemonte,Unknown,Navarra,1999.0,Red,"Merlot (34%), Tempranillo (33%), Cabernet Sauvignon (33%)",13.0,12.5,4.1
Alex Crianza,Viñedos de Calidad,Unknown,Navarra,1997.0,Red,"Tempranillo (60%), Merlot (20%), Cabernet Sauvignon (20%)",12.5,12.0,4.8
Alex Graciano,Viñedos de Calidad,Unknown,Navarra,1998.0,Red,Graciano (100%),12.0,12.0,7.2
Dignus,Bodegas Viña Magaña,Unknown,Navarra,1997.0,Red,Otras (100%),13.0,12.0,5.7
Malón de Echaide Crianza,Bodega Nuestra Señora del Romero,Unknown,Navarra,1997.0,Red,"Tempranillo, Cabernet Sauvignon, Merlot",12.5,12.0,3.6
Palacio de la Vega Crianza,Ambrosio Velasco,Unknown,Navarra,1997.0,Red,"Cabernet Sauvignon, Tempranillo",13.0,12.0,5.11
Palacio de Otazu Crianza,Bodega del Señorío de Otazu,Unknown,Navarra,1996.0,Red,"Merlot (40%), Misket (30%), Cabernet Sauvignon (30%)",13.5,12.0,6.0
Viña Perguita Crianza,J. Fernández de Arcaya,Unknown,Navarra,1997.0,Red,"Tempranillo, Cabernet Sauvignon",12.5,12.0,4.2
Galcibar Cabernet Sauvignon Crianza,Bodegas San Salvador,Unknown,Navarra,1997.0,Red,Cabernet Sauvignon (100%),12.5,11.5,4.95
Nekeas Merlot,Bodegas Nekeas,Unknown,Navarra,1998.0,Red,Merlot (100%),13.0,11.5,6.0
Piedemonte Crianza,Bodegas Piedemonte,Unknown,Navarra,1997.0,Red,"Cabernet Sauvignon, Merlot, Tempranillo",13.0,11.5,4.8
Principe de Viana Cabernet Sauvignon,Bodegas Príncipe de Viana,Unknown,Navarra,1998.0,Red,Cabernet Sauvignon (100%),13.0,11.5,5.1
Viña Perguita Crianza,J. Fernández de Arcaya,Unknown,Navarra,1998.0,Red,Otras (%),12.5,11.5,4.2
Alex Merlot,Viñedos de Calidad,Unknown,Navarra,1999.0,Red,Merlot (100%),14.0,11.0,7.2
Galcibar Tempranillo Crianza,Bodegas San Salvador,Unknown,Navarra,1997.0,Red,Tempranillo (100%),12.5,11.0,3.75
Montecristo Crianza,Bodegas Camilo Castilla,Unknown,Navarra,1996.0,Red,"Tempranillo (70%), Cabernet Sauvignon (15%), Mazuelo (15%)",12.5,11.0,5.95
Palacio de Azcona Cabernet Sauvignon,Palacio de Azcona-Navayerri,Unknown,Navarra,1996.0,Red,Cabernet Sauvignon (100%),12.5,10.5,6.0
Palacio de Azcona Merlot-Cabernet Sauvignon,Palacio de Azcona-Navayerri,Unknown,Navarra,1997.0,Red,"Cabernet Sauvignon, Merlot",12.5,10.5,6.0
Javier Asensio (muestra),Asensio Bodegas y Viñedos,Unknown,Navarra,1998.0,Red,"Merlot (64%), Cabernet Sauvignon (29%), Tempranillo (17%)",13.5,9.0,5.4
Guelbenzu Lautus,Bodegas Guelbenzu,Unknown,Navarra,1996.0,Red,"Tempranillo (50%), Merlot (30%), Garnacha (10%), Cabernet Sauvignon (10%)",13.0,17.5,28.25
Guelbenzu Evo,Bodegas Guelbenzu,Unknown,Navarra,1998.0,Red,"Cabernet Sauvignon (65%), Tempranillo (20%), Merlot (15%)",13.0,17.0,10.8
Chivite Coleccion 125 Gran Reserva,Grupo Chivite,Unknown,Navarra,1994.0,Red,Tempranillo (100%),12.5,16.0,36.0
Plandenas Reserva,Bodega Nuestra Señora del Romero,Unknown,Navarra,1996.0,Red,"Tempranillo (80%), Cabernet Sauvignon (10%), Garnacha (10%)",12.5,14.5,5.4
Prado de Irache Crianza,Bodegas Irache,Unknown,Navarra,1996.0,Red,Otras (100%),12.5,14.0,27.0
Gran Irache Crianza,Bodegas Irache,Unknown,Navarra,1997.0,Red,Otras (100%),12.5,14.0,5.1
Chivite Colección 125 Reserva,Grupo Chivite,Unknown,Navarra,1995.0,Red,"Tempranillo (70%), Merlot (20%), Cabernet Sauvignon (10%)",13.0,13.5,36.0
Izar de Nekeas Reserva,Bodegas Nekeas,Unknown,Navarra,1995.0,Red,"Cabernet Sauvignon (50%), Tempranillo (25%), Merlot (25%)",13.0,13.0,24.0
Viña Magaña Merlot Reserva (Vino del Milenio),Bodegas Viña Magaña,Unknown,Navarra,1990.0,Red,Merlot (100%),13.0,12.5,22.85
Pedro de Ivar Crianza,Bodega Coop. Ntra. Sra. del Camino,Unknown,Navarra,1998.0,Red,Otras (100%),12.5,12.0,5.25
Homenaje Crianza,Bodegas Marco Real,Unknown,Navarra,1998.0,Red,"Tempranillo, Garnacha",12.5,12.0,5.4
Fortius Merlot,Bodegas Borgia,Unknown,Navarra,1998.0,Red,Merlot (100%),13.0,12.0,5.25
Señorío de Sarriá Cabernet-Merlot Crianza,Bodega de Sarría,Unknown,Navarra,1996.0,Red,"Cabernet Sauvignon, Merlot",13.0,11.5,6.0
