Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price,Main Variety,Variety Count,Variety Class
Puelles Reserva,Jesús y Félix Puelles,La Rioja (España),Rioja,1995.0,Red,"Tempranillo (90%), Garnacha (10%)",12.8,13.5,10.8,Tempranillo,2,Mixed
Florentino de Lecanda Crianza,Florentino de Lecanda,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (80%), Garnacha (20%)",12.5,13.0,7.5,Tempranillo,2,Mixed
Azpilicueta Crianza,Bodegas Age,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (85%), Graciano (10%), Mazuelo (5%)",12.5,14.5,6.9,Tempranillo,3,Mixed
Don Jacobo Blanco,Bodegas Corral,La Rioja (España),Rioja,1999.0,White,Viura (100%),12.0,11.0,4.2,Viura,1,Pure
Tondeluna,Bodegas Vallemayor,La Rioja (España),Rioja,1999.0,White,Viura (100%),11.5,10.0,3.9,Viura,1,Pure
Vila Corona Riesling,Vila Corona Cellers,Cataluña,Costers del Segre,1999.0,White,Riesling (100%),11.5,11.0,3.3,Riesling,1,Pure
Vila Corona Chardonnay,Vila Corona Cellers,Cataluña,Costers del Segre,1999.0,White,Chardonnay (100%),14.0,11.0,3.0,Chardonnay,1,Pure
Viña Olagosa Reserva,Bodegas Perica,La Rioja (España),Rioja,1995.0,Red,"Tempranillo (88%), Garnacha (8%), Mazuelo (4%)",12.5,12.0,9.0,Tempranillo,3,Mixed
Puerta Vieja,Bodegas Riojanas,La Rioja (España),Rioja,1997.0,Red,Otras (%),12.5,12.0,6.0,Otras,1,Pure
Perica Tinto,Bodegas Perica,La Rioja (España),Rioja,1998.0,Red,"Tempranillo (80%), Garnacha (15%), Mazuelo (5%)",12.5,10.5,3.9,Tempranillo,3,Mixed
Marqués de Griñon Colección Personal,Pagos de Familia Marqués de Griñón,La Rioja (España),Rioja,1996.0,Red,Tempranillo (100%),13.0,14.0,11.7,Tempranillo,1,Pure
Via Aurelia Cabernet Sauvignon-Merlot,Bodegas Concavins,Cataluña,Conca de Barberà,1998.0,Red,"Cabernet Sauvignon (-1%), Merlot (-1%)",13.5,13.0,5.75,Cabernet,2,Mixed
Portell Selecció 96,Cooperativa Vinícola de Sarral,Cataluña,Conca de Barberà,1996.0,Red,"Ull de Llebre (85%), Cabernet Sauvignon (15%)",12.5,12.5,4.2,Ull,2,Mixed
Via Aurelia Merlot,Bodegas Concavins,Cataluña,Conca de Barberà,1998.0,Red,Merlot (100%),13.5,11.5,5.75,Merlot,1,Pure
Via Aurelia Masia Les Comes,Bodegas Concavins,Cataluña,Conca de Barberà,1998.0,Red,Cabernet Sauvignon (100%),13.0,11.5,9.2,Cabernet,1,Pure
Barono,Vinos Montaner S.C.,Aragón,Otros Aragón,1998.0,Red,"Garnacha (-1%), Cabernet Sauvignon (-1%)",13.5,11.5,4.5,Garnacha,2,Mixed
Via Aurelia Viura-Chardonnay,Bodegas Concavins,Cataluña,Conca de Barberà,1999.0,White,"Viura (85%), Chardonnay (15%)",12.5,11.0,2.9,Viura,2,Mixed
Via Aurelia Tempranillo,Bodegas Concavins,Cataluña,Conca de Barberà,1999.0,Red,"Tempranillo (87%), Cabernet Sauvignon (13%)",12.5,11.0,2.9,Tempranillo,2,Mixed
Via Aurelia Masia Les Comes,Bodegas Concavins,Cataluña,Conca de Barberà,1996.0,Red,Otras (%),13.0,11.0,9.2,Otras,1,Pure
Via Aurelia Cabernet Sauvignon,Bodegas Concavins,Cataluña,Conca de Barberà,1998.0,Red,Cabernet Sauvignon (100%),13.0,10.5,5.75,Cabernet,1,Pure
Portell,Cooperativa Vinícola de Sarral,Cataluña,Conca de Barberà,1998.0,Red,"Tempranillo (-1%), Cabernet Sauvignon (-1%)",12.5,10.5,2.7,Tempranillo,2,Mixed
Viña San Román,San Román Bodegas y Viñedos,Castilla y León,Toro,1998.0,Red,Tinta de Toro (100%),13.8,18.0,22.4,Tinta,1,Pure
Viña Bajoz Reserva,Bodega Viña Bajoz,Castilla y León,Toro,1995.0,Red,Tinta de Toro (100%),13.5,15.5,12.0,Tinta,1,Pure
Marqués de la Villa Reserva,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1995.0,Red,Tinta de Toro (100%),13.5,15.5,9.0,Tinta,1,Pure
Viña Bajoz Crianza,Bodega Viña Bajoz,Castilla y León,Toro,1996.0,Red,Tinta de Toro (100%),13.5,15.0,6.0,Tinta,1,Pure
Vega Sauco,Bodegas Vega Saúco,Castilla y León,Toro,1999.0,Red,Tinto de Toro (100%),13.5,14.5,4.5,Tinto,1,Pure
Viña Bajoz,Bodega Viña Bajoz,Castilla y León,Toro,1999.0,Red,Tinta de Toro (100%),13.5,14.0,3.6,Tinta,1,Pure
Gran Cermeño,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1997.0,Red,Tinta de Toro (100%),13.5,14.0,4.35,Tinta,1,Pure
Vega Sauco crianza,Bodegas Vega Saúco,Castilla y León,Toro,1997.0,Red,Tinta de Toro (100%),13.0,13.5,7.35,Tinta,1,Pure
Cermeño,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,Red,Tinta de Toro (100%),13.5,13.0,2.7,Tinta,1,Pure
Sobreño,Bodegas Sobreño,Castilla y León,Toro,1999.0,Red,Tinta de Toro (100%),13.0,12.5,5.6,Tinta,1,Pure
El Beybi de Vega Sauco,Bodegas Vega Saúco,Castilla y León,Toro,1999.0,Red,Otras (%),13.5,12.5,4.5,Otras,1,Pure
Vega Sauco Reserva,Bodegas Vega Saúco,Castilla y León,Toro,1996.0,Red,Tinta de Toro (100%),13.0,12.0,10.65,Tinta,1,Pure
Grans Muralles,Familia Torres,Cataluña,Conca de Barberà,1997.0,Red,"Garnacha, Garró, Monastrell, Samsó, Cariñena",14.0,18.5,44.0,Garnacha,5,Mixed
Mas Igneus (FA 104),Mas Igneus,Cataluña,Priorat,1999.0,White,"Garnacha Blanca, Ximenis",13.5,12.5,10.8,Garnacha,2,Mixed
Cermeño Rosado,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,Rose,"Garnacha, Tinta de Toro",13.0,12.5,2.7,Garnacha,2,Mixed
Castell dels Arcs,Celler Covilalba,Cataluña,Terra Alta,1998.0,Red,"Garnacha, Cariñena",13.0,12.5,3.9,Garnacha,2,Mixed
Viña Virgen,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Otros Castilla y León,1999.0,Dulce,Verdejo (100%),14.0,12.0,4.8,Verdejo,1,Pure
Vi de L'Alba,Celler Covilalba,Cataluña,Terra Alta,1997.0,White,Garnacha Blanca (100%),13.5,12.0,7.05,Garnacha,1,Pure
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,1999.0,White,"Garnacha Blanca, Macabeo, Pedro Ximénez",13.5,12.0,6.75,Garnacha,3,Mixed
Fill del Temps,Celler Covilalba,Cataluña,Terra Alta,1998.0,Red,Garnacha (100%),13.0,11.5,7.05,Garnacha,1,Pure
Clos D'Englora Vi Negre Dolç,Cellers Baronia del Montsant,Cataluña,Tarragona,1998.0,Dulce,"Cabernet Sauvignon (50%), Garnacha (35%), Ull de Llebre (25%)",13.5,11.5,44.45,Cabernet,3,Mixed
Perica Rosado,Bodegas Perica,La Rioja (España),Rioja,1999.0,Rose,"Viura (50%), Garnacha (30%), Tempranillo (20%)",12.0,10.0,3.6,Viura,3,Mixed
Contino Reserva Viña del Olivo,Viñedos del Contino,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (95%), Graciano (5%)",13.5,17.5,37.85,Tempranillo,2,Mixed
Contino Reserva,Viñedos del Contino,La Rioja (España),Rioja,1996.0,Red,"Tempranillo, Graciano, Mazuelo",13.5,16.0,19.5,Tempranillo,3,Mixed
Cermeño Blanco,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,1999.0,White,Malvasia (100%),12.0,14.5,2.7,Malvasia,1,Pure
Marqués de Griñon Alea,Pagos de Familia Marqués de Griñón,La Rioja (España),Rioja,1997.0,Red,Tempranillo (100%),12.5,13.0,6.6,Tempranillo,1,Pure
Solar de Urbezo,Bodegas Solar de Urbezo,Aragón,Cariñena,1998.0,Red,"Cabernet Sauvignon (40%), Merlot (30%), Tempranillo (30%)",13.0,12.5,3.3,Cabernet,3,Mixed
David Moreno Crianza,David Moreno Peña,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (90%), Garnacha (10%)",12.5,12.5,5.4,Tempranillo,2,Mixed
Viña Bajoz Blanco,Bodega Viña Bajoz,Castilla y León,Toro,1999.0,White,Malvasia (100%),12.0,11.5,3.6,Malvasia,1,Pure
Contino Crianza,Viñedos del Contino,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (90%), Graciano (5%), Garnacha (5%)",13.5,11.5,12.6,Tempranillo,3,Mixed
Clos Fontà,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,Red,"Garnacha (30%), Cabernet Sauvignon (25%), Cariñena (25%), Garnacha Peluda (20%)",14.5,17.0,30.0,Garnacha,4,Mixed
Cims de Porrera,Cims de Porrera,Cataluña,Priorat,1998.0,Red,"Cariñena (65%), Garnacha (30%), Cabernet Sauvignon (5%)",14.9,17.0,42.0,Cariñena,3,Mixed
Vall Llach,Celler Vall Llach,Cataluña,Priorat,1998.0,Red,"Cariñena (45%), Merlot (45%), Cabernet Sauvignon (10%)",15.1,16.5,42.0,Cariñena,3,Mixed
Finca Dofí,Alvaro Palacios,Cataluña,Priorat,1998.0,Red,"Garnacha (60%), Cabernet Sauvignon (20%), Cariñena (10%), Syrah (5%), Merlot (5%)",13.7,16.5,42.0,Garnacha,5,Mixed
Embruix,Celler Vall Llach,Cataluña,Priorat,1998.0,Red,"Garnacha (45%), Cabernet Sauvignon (45%), Merlot (4%), Syrah (3%), Cariñena (3%)",14.0,15.0,15.0,Garnacha,5,Mixed
Clos de L'Obac,Costers del Siurana,Cataluña,Priorat,1998.0,Red,"Garnacha (40%), Cabernet Sauvignon (40%), Merlot (10%), Syrah (5%), Cariñena (5%)",13.5,15.0,40.9,Garnacha,5,Mixed
Coma Vella,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,Red,"Garnacha (30%), Cabernet Sauvignon (25%), Cariñena (20%), Syrah (15%), Garnacha Peluda (10%)",14.0,14.0,13.8,Garnacha,5,Mixed
Martinet Bru,Mas Martinet Viticultors,Cataluña,Priorat,1998.0,Red,"Garnacha, Merlot, Cabernet Sauvignon, Syrah",14.5,13.0,9.75,Garnacha,4,Mixed
Les Brugueres,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,White,Garnacha Blanca,14.0,13.0,8.75,Garnacha,1,Pure
Pasanau La Morera de Montsant,Pasanau Germans,Cataluña,Priorat,1998.0,Red,"Garnacha (80%), Merlot (15%), Cabernet Sauvignon (5%)",14.0,12.5,15.65,Garnacha,3,Mixed
Miserere,Costers del Siurana,Cataluña,Priorat,1998.0,Red,"Garnacha, Cariñena, Tempranillo, Cabernet Sauvignon, Merlot",13.5,12.5,33.05,Garnacha,5,Mixed
L'Agnet,Market Access Europa,Cataluña,Priorat,1999.0,Red,"Cariñena, Garnacha",13.8,12.0,5.4,Cariñena,2,Mixed
Coma Blanca,Viticultors Mas d'en Gil,Cataluña,Priorat,1998.0,White,"Garnacha (60%), Macabeo (40%)",14.9,11.5,20.45,Garnacha,2,Mixed
Nona,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,White,Otras (100%),14.0,11.0,11.65,Otras,1,Pure
Mas Igneus (FA 206),Mas Igneus,Cataluña,Priorat,1998.0,Red,"Cabernet Sauvignon, Garnacha, Cariñena",14.0,11.0,10.75,Cabernet,3,Mixed
La Conreria,La Conreria d'Scala Dei,Cataluña,Priorat,1999.0,Red,"Garnacha, Cabernet Sauvignon, Merlot, Syrah, Mazuelo",14.0,13.0,7.15,Garnacha,5,Mixed
Celler Cecilio,Celler Cecilio,Cataluña,Priorat,1999.0,Red,"Cariñena (40%), Garnacha (40%), Cabernet Sauvignon (20%)",14.0,11.0,8.4,Cariñena,3,Mixed
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,1998.0,Red,"Cariñena, Garnacha",14.0,10.5,8.4,Cariñena,2,Mixed
L'Agnet,Market Access Europa,Cataluña,Priorat,1998.0,White,"Pedro Ximénez, Macabeo, Garnacha Blanca",13.5,10.0,4.8,Pedro,3,Mixed
Mas de Masos,Cellers Capafons-Ossó,Cataluña,Priorat,1996.0,Red,Otras (100%),14.0,14.0,29.15,Otras,1,Pure
Montegaredo,Bodegas y Viñedos Montegaredo,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.5,14.0,6.9,Tempranillo,1,Pure
Valdubón Roble,Bodegas Valdubón,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,13.5,7.2,Tempranillo,1,Pure
Briego Crianza,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.5,12.0,Tinto,1,Pure
Zalagar Roble,Bodegas El Lagar de Isilla,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,13.0,4.8,Tinto,1,Pure
Tinto Conchuela,S.A.T. San Pablo,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,13.0,7.2,Tempranillo,1,Pure
El Lagar de Isilla,Bodegas El Lagar de Isilla,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.0,9.0,Tinto,1,Pure
Tablares,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.5,6.6,Tinto,1,Pure
López Cristóbal Tinto Roble,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,5.4,Tinto,1,Pure
Cantaburros,S.A.T. San Pablo,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,12.5,3.6,Tempranillo,1,Pure
Arco de Curiel,Bodegas Arco de Curiel,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,12.5,7.2,Tempranillo,1,Pure
Tionio Roble,Bodegas Parxet (Ribera del Duero),Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.0,11.4,Tinto,1,Pure
Tionio Crianza,Bodegas Parxet (Ribera del Duero),Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.0,13.8,Tinto,1,Pure
Lopez Cristobal Crianza,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,12.0,11.4,Tinto,1,Pure
Araviñas (5 meses de barrica),Bodegas El Molar,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),12.5,12.0,5.4,Tempranillo,1,Pure
Viña Gormaz,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),12.5,11.5,3.3,Tinto,1,Pure
Monte Aixa Tinto,Bodegas y Viñedos Monte Aixa,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,4.5,Tinto,1,Pure
El Tamaral,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,11.5,10.8,Tinto,1,Pure
Doce Linajes,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,11.5,6.6,Tinto,1,Pure
Doce Linajes,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,10.5,6.2,Tinto,1,Pure
Pesquera Reserva (L-3296),Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,17.0,13.25,Tinto,1,Pure
Valsotillo Reserva,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,16.0,21.25,Tinto,1,Pure
Briego Reserva,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,15.5,18.0,Tinto,1,Pure
Cachopa Reserva,Bodegas Cachopa,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.0,15.0,13.95,Tinto,1,Pure
Valduero Reserva,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,14.5,18.0,Tinto,1,Pure
Callejo Reserva,Bodegas Félix Callejo,Castilla y León,Ribera del Duero,1995.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.0,14.5,15.0,Tempranillo,2,Mixed
Arzuaga Reserva,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (95%), Merlot (3%), Cabernet Sauvignon (2%)",14.0,14.5,21.0,Tinto,3,Mixed
Emilio Moro Reserva,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.5,14.0,22.0,Tempranillo,1,Pure
Arzuaga Reserva,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (90%), Cabernet Sauvignon (7%), Merlot (3%)",13.7,13.5,21.0,Tempranillo,3,Mixed
Señorio de Nava Reserva,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,13.0,15.0,Tinto,1,Pure
Lopez Cristobal Reserva,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,12.5,23.45,Tinto,1,Pure
Doce Linajes Reserva,Bodegas y Viñedos Gormaz,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),12.5,12.5,10.2,Tinto,1,Pure
Carmelo Rodero Reserva,Bodegas Rodero,Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.0,12.5,14.0,Tempranillo,1,Pure
Marqués de Velilla Reserva,Grandes Bodegas,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.0,12.0,17.0,Tempranillo,2,Mixed
Pesquera Reserva,Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,14.0,13.25,Tinto,1,Pure
Pago de los Capellanes (3 m. de barrica),Pago de los Capellanes,Castilla y León,Ribera del Duero,1999.0,Red,"Tinto Fino (80%), Cabernet Sauvignon (10%), Merlot (10%)",13.5,15.5,4.2,Tinto,3,Mixed
Viña Sastre Crianza (muestra),Bodegas Hnos. Sastre,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,15.0,9.0,Tinto,1,Pure
Finca Villacreces Crianza,Bodegas Hermanos Cuadrado C.B.,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.5,14.5,17.75,Tinto,1,Pure
Carmelo Rodero (5 m. de barrica),Bodegas Rodero,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,14.5,6.0,Tempranillo,1,Pure
Viña Pedrosa Crianza (muestra),Bodegas Hnos. Pérez Pascuas,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,14.0,15.65,Tinto,1,Pure
Señorio de Nava Crianza,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,14.0,5.35,Tinto,1,Pure
Pago de Carraovejas (muestra),Pago de Carraovejas,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (75%), Cabernet Sauvignon (25%)",13.0,14.0,10.2,Tinto,2,Mixed
Cachopa Crianza,Bodegas Cachopa,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,14.0,10.3,Tinto,1,Pure
Semele Crianza,Bodegas Montebaco,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (90%), Merlot (10%)",13.0,13.5,6.0,Tinto,2,Mixed
Prado Rey Roble,Real Sitio de la Ventosilla (Pradorey),Castilla y León,Ribera del Duero,1999.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.0,13.5,7.2,Tempranillo,2,Mixed
Pesquera Crianza (muestra),Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,13.5,9.0,Tinto,1,Pure
Finca Resalso (4 m. de barrica),Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,13.5,7.8,Tempranillo,1,Pure
Valduero Crianza,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),12.5,13.0,10.2,Tinto,1,Pure
Condado de Haza,Condado de Haza,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo (100%),13.0,13.0,7.2,Tempranillo,1,Pure
Valsotillo Crianza,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,12.5,11.6,Tinto,1,Pure
Tinto Arroyo Crianza,Bodega S. Arroyo,Castilla y León,Ribera del Duero,1996.0,Red,Tempranillo (100%),13.0,12.5,9.0,Tempranillo,1,Pure
Señorio de Nava Crianza,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1996.0,Red,Otras (%),13.0,12.5,9.0,Otras,1,Pure
Protos Joven Roble,Bodegas Protos,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,5.4,Tinto,1,Pure
Marqués de Velilla Tinto,Grandes Bodegas,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.5,4.8,Tinto,1,Pure
Arzuaga Crianza,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (7%), Merlot (3%)",13.5,12.5,11.4,Tinto,3,Mixed
Viña Sastre Tinto,Bodegas Hnos. Sastre,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,12.0,6.0,Tinto,1,Pure
Valdolé,Bodegas Cachopa,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,12.0,5.85,Tempranillo,1,Pure
Señorio de Nava,Bodegas Señorío de Nava,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),12.5,12.0,4.15,Tinto,1,Pure
Protos Crianza,Bodegas Protos,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.5,12.0,10.8,Tinto,1,Pure
Prado Rey Crianza,Real Sitio de la Ventosilla (Pradorey),Castilla y León,Ribera del Duero,1997.0,Red,Tempranillo (100%),13.0,12.0,10.2,Tempranillo,1,Pure
Briego Crianza,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,12.0,12.0,Tinto,1,Pure
Mesoneros de Castilla,Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,5.0,Tinto,1,Pure
Marqués de Velilla Semi-Crianza,Grandes Bodegas,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino (100%),13.0,11.5,5.4,Tinto,1,Pure
Hacienda Monasterio Crianza,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1997.0,Red,Otras (%),14.5,11.5,19.25,Otras,1,Pure
Carmelo Rodero Tinto,Bodegas Rodero,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,11.5,4.2,Tempranillo,1,Pure
Valdubón Tinto,Bodegas Valdubón,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,11.0,6.0,Tempranillo,1,Pure
Pago de los Capellanes Crianza,Pago de los Capellanes,Castilla y León,Ribera del Duero,1997.0,Red,"Tinto Fino (85%), Cabernet Sauvignon (15%)",13.5,11.0,9.9,Tinto,2,Mixed
Marqués de Velilla Crianza,Grandes Bodegas,Castilla y León,Ribera del Duero,1997.0,Red,Otras (%),13.0,11.0,9.0,Otras,1,Pure
Carmelo Rodero Crianza,Bodegas Rodero,Castilla y León,Ribera del Duero,1997.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.0,10.5,9.9,Tempranillo,2,Mixed
Vizcarra Crianza,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,1998.0,Red,Otras (%),13.0,10.0,7.1,Otras,1,Pure
Marqués de Valparaiso,Federico Paternina (Ribera),Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),12.5,9.0,4.2,Tinto,1,Pure
Mauro Vendimia Seleccionada,Bodegas Mauro,Castilla y León,Otros Castilla y León,1996.0,Red,Tempranillo (100%),14.0,18.5,51.0,Tempranillo,1,Pure
Mauro Terreus (muestra),Bodegas Mauro,Castilla y León,Otros Castilla y León,1998.0,Red,Tempranillo (100%),14.0,18.0,66.0,Tempranillo,1,Pure
Leda Viñas Viejas,Leda Viñas Viejas,Castilla y León,Otros Castilla y León,1998.0,Red,Tinto Fino (100%),13.8,17.0,36.0,Tinto,1,Pure
Hacienda Monasterio Reserva Especial,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),14.0,16.5,60.0,Tinto,1,Pure
Masía Serra Gneis,Masía Serra,Cataluña,Empordà-Costa Brava,1998.0,Red,"Cabernet Sauvignon (64%), Merlot (24%), Ull de Llebre (12%)",14.0,16.0,20.45,Cabernet,3,Mixed
Emilio Moro Vendimia Seleccionada,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.5,16.0,48.0,Tinto,1,Pure
Monte Villalobón,Grandes Bodegas,Castilla y León,Ribera del Duero,1998.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.0,15.0,20.45,Tinto,2,Mixed
Monte Villalobón,Grandes Bodegas,Castilla y León,Ribera del Duero,1996.0,Red,Tinto Fino (100%),13.0,14.5,23.0,Tinto,1,Pure
Briego Fiel,Bodegas Briego Albe,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),13.0,14.5,60.0,Tinto,1,Pure
Valbuena,Bodegas Vega Sicilia,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (80%), Merlot (20%)",13.0,14.0,57.0,Tempranillo,2,Mixed
Alión (muestra),Bodegas y Viñedos Alión,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,13.5,27.0,Tinto,1,Pure
Alitus Reserva,Bodegas Balbás,Castilla y León,Ribera del Duero,1994.0,Red,Tinto Fino (100%),13.0,13.5,48.0,Tinto,1,Pure
Valduero Primium Reserva Especial,Bodegas y Viñedos Valduero,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino (100%),12.9,13.0,51.0,Tinto,1,Pure
Vizcarra Torralbo,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino (100%),13.0,12.5,27.0,Tinto,1,Pure
Viña Mayor Reserva Especial,Hijos de Antonio Barceló (Viña Mayor),Castilla y León,Ribera del Duero,1996.0,Red,Tempranillo (100%),13.5,12.0,15.0,Tempranillo,1,Pure
Alenza,Condado de Haza,Castilla y León,Ribera del Duero,1997.0,Red,Tinto Fino (100%),13.0,11.0,39.0,Tinto,1,Pure
Allozo Tempranillo Crianza,Bodegas Centro Españolas,Castilla La Mancha,La Mancha,1996.0,Red,Otras (%),12.5,13.5,4.5,Otras,1,Pure
Jean Leon Chardonnay,Jean Leon,Cataluña,Penedès,1999.0,White,Otras (%),13.0,12.5,16.25,Otras,1,Pure
Montesierra Macabeo,Bodega Pirineos,Aragón,Somontano,2000.0,White,Otras (%),12.0,12.0,3.6,Otras,1,Pure
