Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Bourgueil Les Perrières,Domaine Breton,Francia,N/D,Loira,1997,Tinto,Cabernet Franc (100%),12.50,17.0,21.04
Coteaux du Layon Sélection de Grains Nobles,Domaine Philippe Delesvaux,Francia,N/D,Loira,1997,Dulce,Chenin Blanc (100%),11.70,17.5,33.05
Vouvray moelleux Cuvée Constance,Domaine Huet-L'Échansonne,Francia,N/D,Loira,1997,Dulce,Chenin Blanc (100%),12.00,19.0,57.09
Martín Códax Allegro,Bodegas Martín Códax,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),,15.5,0.00 
Doña Beatriz,Bodegas Cerrosol,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,15.0,3.75 
Sanz Rueda Superior,Vinos Sanz,España,Castilla y León,Rueda,1999,Blanco,Otras (100%),12.00,14.5,"
Arom"
Viña Mocén,Bodegas Mocén,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),Para acompañar:,14.0,"
Arom"
890 Gran Reserva,"La Rioja Alta, SA",España,La Rioja (España),Rioja,1985,Tinto,"Tempranillo (95%), Graciano (3%), Mazuelo (2%)",12.50,16.5,"
Nari"
Señorío de Garcigrande Sauvignon,Bodegas Garcigrande,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,14.0,"
Arom"
Gran Cardiel Verdejo,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,14.0,"
Arom"
Oro de Castilla Verdejo,Bodega Hermanos del Villar,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,13.5,3.60 
Villa Narcisa Verdejo,Bodega Javier Sanz Viticultor,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,13.5,"
Arom"
Cuatro Rayas Verdejo,Bodega Cuatro Rayas,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.00,13.0,"
Arom"
Oro de Castilla Sauvignon,Bodega Hermanos del Villar,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,13.0,3.91 
Doña Beatriz Sauvignon,Bodegas Cerrosol,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),13.00,13.0,406.0
Martivillí Verdejo,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,13.0,"
Arom"
José Pariente,Bodegas José Pariente,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,13.0,4.81 
Gran Cardiel,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,Verdelho (100%),12.00,13.0,"
Pres"
Mantel Blanco,Álvarez y Díez,España,Castilla y León,Rueda,1999,Blanco,Otras (100%),12.00,13.0,4.06 
Viña Cascarela Sauvignon,Hijos de Alberto Gutiérrez,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,12.5,"
Arom"
Viña Cantosán Verdejo,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,12.5,"
Arom"
Finca la Colina Sauvignon,Vinos Sanz,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,12.5,"
Arom"
Mantel Blanco Sauvignon Blanc,Álvarez y Díez,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,12.0,4.66 
Señorío de Garcigrande Rueda Superior,Bodegas Garcigrande,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,12.0,"
Arom"
Carrasviñas,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,12.0,"
Le f"
Villa Narcisa Sauvignon Blanc,Bodega Javier Sanz Viticultor,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,12.0,"
Arom"
Marqués de Irún,Marqués de Irún,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,12.0,"
Inte"
Veliterra,Bodega Cuatro Rayas,España,Castilla y León,Rueda,1999,Blanco,"Viura (60%), Verdejo (40%)",12.00,11.0,"
En l"
Azumbre Sauvignon,Bodega Cuatro Rayas,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,11.0,"
Arom"
Señorío de Garcigrande,Bodegas Garcigrande,España,Castilla y León,Rueda,1999,Blanco,"Verdejo (50%), Viura (50%)",12.50,11.0,"
Arom"
Lorenzo Cachazo,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,"Verdejo (50%), Viura (50%)",12.50,11.0,"
Arom"
Sanz Sauvignon,Vinos Sanz,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,11.0,"
Arom"
Martivillí Sauvignon,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,10.5,"
Arom"
Viña Cantosán Sauvignon,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,10.5,"
Arom"
Pámpano,Bodega Cuatro Rayas,España,Castilla y León,Rueda,1999,Blanco,Otras (%),11.50,10.0,"
Arom"
Grande Cuvée,Krug,Francia,N/D,Champagne,Tipo:  Espumoso,"Castas: Pinot Noir (50%), Chardonnay (30%), Pinot Meunier (20%)",Alcohol: 12.00º,Para acompañar:,18.5,90.15
Millésimée,Krug,Francia,N/D,Champagne,1989,Espumoso,"Pinot Noir (50%), Chardonnay (30%), Pinot Meunier (20%)",12.00,17.5,144.2
Millésimée,Krug,Francia,N/D,Champagne,1988,Espumoso,"Pinot Noir (55%), Chardonnay (30%), Pinot Meunier (15%)",12.00,18.0,144.2
Rosé,Krug,Francia,N/D,Champagne,Tipo:  Espumoso,"Castas: Pinot Noir (55%), Chardonnay (25%), Pinot Meunier (20%)",Alcohol: 12.00º,Para acompañar:,17.0,162.2
Palacio de Bornos,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,15.0,4.15 
Blanco Nieva Verdejo,Viñedos de Nieva,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,14.0,"
Arom"
Marqués de Riscal,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,14.0,"
Arom"
Bornos Sauvignon Blanc,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,13.5,5.95 
Marqués de Riscal Sauvignon,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,13.5,"
Colo"
Palacio de Menade Sauvignon Blanc,"Cuevas de Castilla, S.A.",España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,13.0,5.95 
Blanco Nieva Sauvignon,Viñedos de Nieva,España,Castilla y León,Rueda,1999,Blanco,Sauvignon Blanc (100%),12.50,12.0,"
Arom"
Castelo de Medina Verdejo,Bodegas Castelo de Medina,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,11.5,"
Arom"
Castelo de la Dehesa,Bodegas Castelo de Medina,España,Castilla y León,Rueda,1999,Blanco,Otras (%),12.50,11.5,"
Arom"
Palacio de Menade,"Cuevas de Castilla, S.A.",España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,11.5,4.15 
Real Castelo,Bodegas Castelo de Medina,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,11.5,"
Arom"
Los Navales,Viñedos de Nieva,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,11.0,"
Arom"
Martinsancho,Angel Rodríguez Vidal,España,Castilla y León,Rueda,1999,Blanco,Verdejo (100%),12.50,10.0,"
Colo"
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Marqués de Riscal Reserva Limousin,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,1996,Blanco,Verdejo (100%),12.50,15.0,9.92 
Oro de Castilla Fermentado en Barrica,Bodega Hermanos del Villar,España,Castilla y León,Rueda,1998,Blanco,Verdejo (100%),12.50,14.5,6.61 
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Castelo NobleFermentado en Barrica,Bodegas Castelo de Medina,España,Castilla y León,Rueda,1999,Blanco,Otras (%),12.50,14.0,6.31 
Belondrade y Lurton,Belondrade,España,Castilla y León,Rueda,1998,Blanco,Verdejo (100%),13.00,13.5,"
Arom"
Palacio de Bornos Verdejo F.B.,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,1998,Blanco,Verdejo (100%),12.50,13.0,5.95 
Doña Beatriz,Bodegas Cerrosol,España,Castilla y León,Rueda,1998,Blanco,Alcohol: 12.50º,Ph: 3.50,0.0,6.30 
Mantel BlancoFermentado en Barrica,Álvarez y Díez,España,Castilla y León,Rueda,1998,Blanco,Verdejo (100%),13.00,12.0,6.60 
Viña CantosánFermentado en Barrica,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,1998,Blanco,Otras (%),12.50,12.0,"
Arom"
Orden Tercera,Bodega Javier Sanz Viticultor,España,Castilla y León,Otros Castilla y León,1999,Rosado,Otras (100%),12.50,12.0,"
Arom"
Huerta del Rey,Bodegas Palacio de Bornos,España,Castilla y León,Otros Castilla y León,1999,Rosado,"Tempranillo (70%), Garnacha (30%)",12.80,12.0,"
Arom"
Viña Castelo,Bodegas Castelo de Medina,España,Castilla y León,Otros Castilla y León,1999,Rosado,Otras (100%),12.80,11.5,"
Arom"
Cúspide,Bodegas Garcigrande,España,Castilla y León,Otros Castilla y León,1999,Rosado,"Tempranillo (70%), Garnacha (15%), Cabernet Sauvignon (15%)",12.50,10.0,"
Arom"
Viña Pontel,Viñedos de Nieva,España,Castilla y León,Otros Castilla y León,1999,Rosado,Otras (%),12.50,10.0,"
En n"
Yllera Tinto Crianza,Los Curros (Grupo Yllera),España,Castilla y León,Otros Castilla y León,1986,Tinto,Tempranillo (100%),13.00,14.5,"
Arom"
Casa de la Viña Tinto Reserva,Casa de La Viña,España,Castilla La Mancha,Valdepeñas,1990,Tinto,Cencibel (100%),12.50,11.0,"
Colo"
Bracamonte Tinto Reserva,Los Curros (Grupo Yllera),España,Castilla y León,Ribera del Duero,1994,Tinto,Tempranillo (100%),12.70,16.0,"
Colo"
Casa de la ViñaTinto Crianza,Casa de La Viña,España,Castilla La Mancha,Valdepeñas,1994,Tinto,Cencibel (100%),12.50,12.5,"
Buen"
Ontañón Reserva,Bodegas Ontañón,España,La Rioja (España),Rioja,1994,Tinto,"Tempranillo (95%), Graciano (5%)",12.50,15.0,"
Arom"
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Yllera Tinto Crianza,Los Curros (Grupo Yllera),España,Castilla y León,Otros Castilla y León,1995,Tinto,Tempranillo (100%),13.00,12.5,"
Arom"
Caus Lubis Tinto Crianza,Can Ràfols dels Caus,España,Cataluña,Penedès,1996,Tinto,Merlot (100%),13.00,14.0,40.50
FuentespinaTinto Reserva,Bodegas Fuentespina,España,Castilla y León,Ribera del Duero,1996,Tinto,Tempranillo (100%),13.00,12.5,12.00
Gran Caus Tinto Crianza,Can Ràfols dels Caus,España,Cataluña,Penedès,1996,Tinto,Otras (%),13.00,15.5,14.85
La Ribera de Castilla Tinto Crianza,Bodegas Cerrosol,España,Castilla y León,Otros Castilla y León,1996,Tinto,Tempranillo (100%),13.00,12.5,5.25 
Las Campanas Tinto Crianza,Vinícola Navarra S.A.,España,N/D,Navarra,1996,Blanco,Otras (%),12.50,12.0,"
Colo"
Protos Reserva,Bodegas Protos,España,Castilla y León,Ribera del Duero,1996,Tinto,Tempranillo (100%),13.50,16.0,16.85
VacceosTinto Crianza,Bodega Cuatro Rayas,España,Castilla y León,Otros Castilla y León,1996,Tinto,Tempranillo (100%),12.50,13.5,"
Arom"
Valdetomé Tinto Crianza,Sucesores de Manuel Piquer,España,Aragón,Cariñena,1996,Tinto,Otras (%),12.50,13.5,"
Arom"
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Viña Torío Tinto Crianza,Bodegas Garcigrande,España,Castilla y León,Otros Castilla y León,1996,Tinto,"Tempranillo (80%), Cabernet Sauvignon (15%), Merlot (5%)",12.50,13.5,"
Colo"
Calzadilla Tinto Crianza,,España,Castilla La Mancha,Otros Castilla La Mancha,1997,Tinto,Otras (%),13.00,14.0,"
Arom"
Fuentespina Tinto Crianza,Bodegas Fuentespina,España,Castilla y León,Ribera del Duero,1997,Tinto,Tempranillo (100%),13.00,13.5,8.70 
Valdemoya Tinto Crianza,Hijos de Alberto Gutiérrez,España,Castilla y León,Otros Castilla y León,1997,Tinto,"Cabernet Sauvignon (50%), Tempranillo (50%)",13.00,14.5,3.50 
Viña Cobranza Tinto Crianza,Bodegas Mocén,España,Castilla y León,Otros Castilla y León,1997,Tinto,"Tempranillo (85%), Cabernet Sauvignon (15%)",13.00,14.0,4.80 
Yllera Tinto Crianza,Los Curros (Grupo Yllera),España,Cataluña,Catalunya,1997,Tinto,Tempranillo (100%),13.00,12.3,"
Arom"
Aluvión Tinto Crianza,Bodegas Fuso,España,Comunidad Valenciana,Utiel-Requena,1998,Tinto,Otras (%),12.00,13.0,"
Arom"
Elías Mora Tinto Crianza,Bodegas Elías Mora,España,Castilla y León,Otros Castilla y León,1998,Tinto,Tempranillo (100%),13.00,14.5,10.20
L'AngeletTinto Crianza,Bodegas Palmera,España,Comunidad Valenciana,Utiel-Requena,1998,Tinto,Tempranillo (100%),13.00,14.5,9.00 
Nanclares Tinto Crianza,Bodega Javier Sanz Viticultor,España,Castilla y León,Otros Castilla y León,1998,Tinto,Tempranillo (100%),12.50,15.0,"
Arom"
Nanclares Roble Missouri Tinto Crianza,Bodega Javier Sanz Viticultor,España,Castilla y León,Otros Castilla y León,1998,Tinto,Tempranillo (100%),12.50,13.0,"
Arom"
Sotomonte (semicrianza),Bodegas Veracruz (Aldial),España,Castilla y León,Otros Castilla y León,1998,Tinto,Otras (%),13.00,11.5,3.30 
Viña Capellana fermentado en barrica,Bodegas y Viñedos de Utiel,España,Comunidad Valenciana,Utiel-Requena,1999,Tinto,Bobal (100%),12.00,12.5,"
Colo"
Château Ausone,Château Ausone,Francia,Burdeos,Médoc,1961,Tinto,"Merlot (50%), Cabernet Franc (50%)",12.50,18.5,195.0
Château d'Yquem,Château d'Yquem,Francia,Burdeos,Sauternes-Barsac,1988,Dulce,"Sauvignon Blanc (50%), Sémillon (50%)",13.50,18.0,294.5
Château Brown Blanc,Château Brown,Francia,Burdeos,Graves y Pessac-Léognan,1998,Blanco,"Sauvignon Blanc (50%), Sémillon (50%)",12.50,15.5,20.13
Château Pichon-Lalande,Château Pichon Longueville Comtesse de Lalande,Francia,Burdeos,Médoc,1988,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.50,17.0,132.2
Château Mouton-Rotschild,Château Mouton Rothschild,Francia,Burdeos,Médoc,1989,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.50,14.5,258.4
Château Palmer,Château Palmer,Francia,Burdeos,Médoc,1983,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.00,16.5,"
Es e"
Solengo,Azienda Agricola Argiano,Italia,N/D,Toscana,1997,Tinto,Otras (%),Para acompañar:,15.5,51.85
Solaia,Marchesi Antinori Srl,Italia,N/D,Toscana,1996,Tinto,"Cabernet Sauvignon (70%), Sangiovese (20%), Cabernet Franc (10%)",Para acompañar:,16.5,68.20
Siepi,Castello di Fonterutoli,Italia,N/D,Toscana,1997,Tinto,"Merlot (50%), Sangiovese (50%)",Para acompañar:,17.5,44.50
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Ornellaia,Tenuta dell'Ornellaia,Italia,N/D,Toscana,1996,Tinto,"Cabernet Sauvignon (80%), Merlot (15%), Cabernet Franc (5%)",Para acompañar:,17.5,61.90
Chianti Classico Giorgio Primo La Massa,Azienda Agricola La Massa,Italia,N/D,Toscana,1997,Tinto,Sangiovese (100%),Para acompañar:,16.0,41.30
Flaccianello della Pieve,Tenuta di Fontodi,Italia,N/D,Toscana,1995,Tinto,Sangiovese (100%),13.00,15.0,39.65
Brancaia,Castello di Fonterutoli,Italia,N/D,Toscana,1997,Tinto,"Sangiovese (95%), Merlot (5%)",Para acompañar:,15.5,27.50
Château Haut-Brion,Château Haut-Brion,Francia,Burdeos,Graves y Pessac-Léognan,1994,Blanco,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (20%)",13.00,17.5,168.2
Château Cheval Blanc,Château Cheval Blanc,Francia,Burdeos,Saint-Emilion,1988,Tinto,"Merlot (50%), Cabernet Franc (50%)",12.50,18.0,180.3
Château Latour,Château Latour,Francia,Burdeos,Médoc,1988,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (30%), Merlot (30%)",12.50,15.5,"
El C"
Château Labégorce-Zédé,Château Labégorce-Zédé,Francia,Burdeos,Médoc,1989,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.50,15.0,36.06
Château Poujeaux,Château Poujeaux,Francia,Burdeos,Médoc,1990,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.50,15.5,75.13
Château Monbrison,Château Monbrison,Francia,Burdeos,Médoc,1990,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (10%), Petit Verdot (10%)",12.50,16.5,75.12
Château Clerc Milon,Château Clerc Milon,Francia,Burdeos,Médoc,1989,Tinto,"Cabernet Sauvignon (35%), Cabernet Franc (35%), Merlot (30%)",12.00,14.0,"
Bast"
Château Lagrange,Château Lagrange,Francia,Burdeos,Médoc,1989,Tinto,"Cabernet Sauvignon (50%), Merlot (40%), Petit Verdot (10%)",13.00,15.0,"
Un t"
Château Belair,Château Belair,Francia,Burdeos,Saint-Emilion,1995,Tinto,"Merlot (70%), Cabernet Franc (30%)",13.00,16.0,"
Nari"
Evaristo I (Vino de Yema),Bodegas Evaristo Mateos,España,Castilla La Mancha,La Mancha,1999,Blanco,Airén (100%),Para acompañar:,12.0,2.65 
Enate Chardonnay-234,Viñedos y Crianzas del Alto Aragón (Enate),España,Aragón,Somontano,1999,Blanco,Chardonnay (100%),13.50,13.5,"
Arom"
Txakoli Itsas Mendi,Itsasmendi,España,País Vasco,Bizkaiko Txakolina,1999,Blanco,"Hondarribi Zuri (80%), Riesling (20%), Sauvignon Blanc (20%)",12.00,13.5,"
Arom"
El Parreño,Latorre Agrovinícola,España,Comunidad Valenciana,Utiel-Requena,1999,Blanco,Macabeo (100%),Para acompañar:,12.0,3.25 
Monte Ducay,Bodegas San Valero (Gran Ducay),España,Aragón,Cariñena,1999,Rosado,"Garnacha (95%), Cabernet Sauvignon (5%)",12.50,10.0,"
Arom"
Señorío de Robles,Bodegas Señorío del Condestable,España,Murcia,Jumilla,1999,Rosado,Monastrell (100%),11.50,10.0,"
Colo"
Homenaje,Bodegas Marco Real,España,N/D,Navarra,1999,Rosado,Garnacha (100%),12.50,10.5,"
Arom"
Enate Rosado,Viñedos y Crianzas del Alto Aragón (Enate),España,Aragón,Somontano,1999,Rosado,Cabernet Sauvignon (100%),13.50,11.0,"
Arom"
Gran Tehyda,Bodega Valleoro,España,Canarias,Valle de la Orotava,1999,Rosado,Listán Negro (100%),11.50,12.0,"
Colo"
Casa de la Ermita,Bodegas y Viñedos Casa de la Ermita,España,Murcia,Jumilla,1999,Tinto,Monastrell (100%),13.00,10.0,"
Arom"
Finca Luzón,Bodegas Luzón,España,Murcia,Jumilla,1999,Tinto,Monastrell (100%),13.50,12.5,"
Colo"
Benengeli,Bodegas Enomar,España,Castilla La Mancha,La Mancha,1999,Tinto,Tempranillo (100%),12.50,12.0,3.10 
Campos Reales,"Ntra. Sra. del Rosario, S.C.L.",España,Castilla La Mancha,La Mancha,1999,Tinto,Cencibel (100%),12.00,11.0,"
Colo"
Canforrales,"Ntra. Sra. del Rosario, S.C.L.",España,Castilla La Mancha,La Mancha,1999,Tinto,Cencibel (100%),12.00,13.0,"
Colo"
Viña Norte,Bodegas Insulares Tenerife,España,Canarias,Tacoronte-Acentejo,1999,Tinto,"Listán Negro (95%), Negramoll (5%)",12.50,14.5,"
Arom"
Amant,Bodegas Palacio de Bornos,España,Castilla y León,Toro,1999,Tinto,Tinta de Toro (100%),13.50,12.5,4.40 
Amant Novillo,Bodegas Palacio de Bornos,España,Castilla y León,Toro,1999,Tinto,Tinto Fino (100%),13.50,11.5,4.95 
Bodegas Real Tempranillo,Bodegas Real,España,Castilla La Mancha,Valdepeñas,1999,Tinto,Tempranillo (100%),13.00,12.0,"
Buen"
Bodegas de Miranda,Bodegas El Penitente,España,Canarias,Valle de la Orotava,1999,Tinto,Otras (%),12.50,12.5,"
Colo"
Gran Tehyda,Bodega Valleoro,España,Canarias,Valle de la Orotava,1999,Tinto,Listán Negro (100%),12.50,14.0,"
Colo"
Castelo Rojo,Bodegas Castelo de Medina,España,Castilla y León,Otros Castilla y León,1999,Tinto,Otras (%),13.20,10.0,"
Arom"
Vacceos,Bodega Cuatro Rayas,España,Castilla y León,Otros Castilla y León,1999,Tinto,Tempranillo (100%),12.50,10.5,2.95 
Viña Torío,Bodegas Garcigrande,España,Castilla y León,Otros Castilla y León,1999,Tinto,"Tempranillo (80%), Cabernet Sauvignon (20%)",12.50,13.0,"
Arom"
Prado Rey,Real Sitio de la Ventosilla (Pradorey),España,Castilla y León,Ribera del Duero,1999,Tinto,Tinto Fino (100%),13.00,14.5,"
Arom"
Viña Solorca,Bodegas y Viñedos Viña Solorca,España,Castilla y León,Ribera del Duero,2000,Blanco,Otras (100%),13.00,10.0,"
Arom"
Muruve Tinto,Bodegas Frutos Villar,España,Castilla y León,Toro,1999,Tinto,Tinto de Toro (100%),13.50,14.5,"
Arom"
Vega Sauco Tinto crianza,Bodegas Vega Saúco,España,Castilla y León,Toro,1999,Tinto,"Tinto de Toro (90%), Garnacha (10%)",13.50,11.5,4.40 
Viadero Tinto crianza,Bodegas y Viñedos Valduero,España,Castilla y León,Toro,1999,Tinto,Tinto de Toro (100%),12.50,12.5,"
Arom"
Tinto Cuvi Tinto crianza,Los Curros (Grupo Yllera),España,Castilla y León,Otros Castilla y León,1999,Tinto,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.00,10.5,"
Arom"
Château Carteau-Côtes-Daugay,Château Carteau-Côtes-Daugay,Francia,Burdeos,Saint-Emilion,1994,Tinto,"Merlot (70%), Cabernet Franc (30%)",12.00,15.0,"
ESti"
Château Beau-Séjour Bécot,Château Beau-Séjour Bécot,Francia,Burdeos,Saint-Emilion,1989,Tinto,"Cabernet Sauvignon (40%), Cabernet Franc (40%), Merlot (20%)",12.50,16.0,"
Nota"
Château Grand-Mayne,Château Grand-Mayne,Francia,Burdeos,Saint-Emilion,1986,Tinto,"Merlot (40%), Cabernet Sauvignon (30%), Cabernet Franc (30%)",12.00,16.5,"
Muy "
Château Pavie,Château Pavie,Francia,Burdeos,Saint-Emilion,1985,Tinto,"Cabernet Sauvignon (50%), Merlot (40%), Cabernet Franc (10%)",12.00,16.0,"
Un b"
Pazo de Señorans Selección de Añada,Pazo de Señorans,España,Galicia,Rías Baixas,1996,Blanco,Albariño (100%),12.50,16.0,18.00
Granbazán Ambar,Granbazán (Agro de Bazán),España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.50,15.0,"
Arom"
Abadía de San Campío,Bodegas Terras Gauda,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,14.5,7.50 
Lagar de Cervera,Lagar de Fornelos,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,14.0,8.40 
Pazo de Señorans (lote L-15),Pazo de Señorans,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,14.0,"
Colo"
Pazo San Mauro Albariño (emb. 12-3-00),Pazo San Mauro,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,13.5,9.00 
Terras Gauda,Bodegas Terras Gauda,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,13.5,8.40 
Burgans Albariño,Bodegas Martín Códax,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,13.0,"
Arom"
Eiral,Bodegas Pablo Padín,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,13.0,"
Colo"
Pazo San Mauro Condado do Tea,Pazo San Mauro,España,Galicia,Rías Baixas,1999,Blanco,"Albariño (70%), Treixadura (20%), Loureiro (5%), Torrontés (5%)",12.00,13.0,6.00 
Casal Caeiro,Bodegas Castro Martín,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),11.50,12.5,"
Arom"
Castel de Fornos,Bodegas Chaves,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,12.5,"
Colo"
Morgadío Albariño,Adegas Morgadío,España,Galicia,Rías Baixas,1999,Blanco,Albariño (100%),12.00,12.5,"
Arom"
